ID	Type	Cluster representative	Virus Species	Host Species
DRR395463_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395464_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395465_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395466_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395467_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395468_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395469_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395470_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395471_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395472_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395473_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395474_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395475_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395476_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395477_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395478_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395479_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395480_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395481_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR395482_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR415259_pg_nr1	Patched	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR415260_pg_nr1	Patched	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR415261_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR415262_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR415263_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
SRR10154218_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
SRR10154219_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
SRR10154221_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
SRR10154222_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
SRR10154223_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
WUR25 DRR395462_complete_1	Complete	WUR25 DRR395462_complete_1	Iflavirus	Bombyx mori
DRR018648_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR018649_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035893_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035894_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035895_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035896_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035897_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035898_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035919_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035920_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035921_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035922_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035923_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035924_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035925_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR035926_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR079250_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR079251_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR079252_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR097455_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR097456_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR097457_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR107921_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR107922_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR107923_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR107924_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR107925_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR107926_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178526_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178527_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178528_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178529_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178530_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178531_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178532_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178533_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178534_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178535_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178536_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178537_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178538_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR178539_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR188192_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR188193_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR188194_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
DRR188195_pg_nr1	Patched	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
WUR26 DRR178525_complete_1	Complete	WUR26 DRR178525_complete_1	Iflavirus	Bombyx mori
WUR27 ERR10297882_complete_1	Complete	WUR27 ERR10297882_complete_1	Novel	Yponomeuta cagnagella
WUR28 SRR8905605_complete_1	Complete	WUR28 SRR8905605_complete_1	Novel	Metisa plana
SRR17673827_complete_1	Complete	WUR29 SRR17670780_complete_1	Novel	Metisa plana
WUR29 SRR17670780_complete_1	Complete	WUR29 SRR17670780_complete_1	Novel	Metisa plana
SRR5464063_pg_nr1	Patched	WUR3 SRR5464078_complete_1	Iflavirus betaspexiguae	Spodoptera littoralis
SRR5464064_pg_nr1	Patched	WUR3 SRR5464078_complete_1	Iflavirus betaspexiguae	Spodoptera littoralis
SRR5464065_pg_nr1	Patched	WUR3 SRR5464078_complete_1	Iflavirus betaspexiguae	Spodoptera littoralis
SRR5464067_pg_nr1	Patched	WUR3 SRR5464078_complete_1	Iflavirus betaspexiguae	Spodoptera littoralis
SRR5464079_pg_nr1	Patched	WUR3 SRR5464078_complete_1	Iflavirus betaspexiguae	Spodoptera littoralis
SRR8269436_complete_1	Complete	WUR3 SRR5464078_complete_1	Iflavirus betaspexiguae	Spodoptera littoralis
WUR3 SRR5464078_complete_1	Complete	WUR3 SRR5464078_complete_1	Iflavirus betaspexiguae	Spodoptera littoralis
SRR13316999_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317000_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317001_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317013_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317014_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317018_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317020_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317029_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317031_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317032_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317033_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317034_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317035_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317036_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317037_pg_nr1	Patched	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317040_pg_nr1	Patched	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR13317042_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430641_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430674_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430679_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430684_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430688_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430689_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430690_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430691_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430694_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430698_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430701_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430702_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430703_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430704_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430705_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430706_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430707_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430712_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430713_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430715_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430719_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430725_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430727_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430729_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430732_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430735_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430737_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
SRR5430744_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
WUR30 SRR13316992_complete_1	Complete	WUR30 SRR13316992_complete_1	Novel	Bicyclus anynana
ERR1013041_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013043_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013047_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013051_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013055_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013059_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013060_pg_nr1	Patched	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013061_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013062_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013066_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013067_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013068_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013069_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013070_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013071_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013072_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013073_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013075_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013079_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013083_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013087_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013091_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013095_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013096_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013099_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013103_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
ERR1013107_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
WUR31 ERR1013040_complete_1	Complete	WUR31 ERR1013040_complete_1	Novel	Vanessa cardui
WUR32 ERR6054374_complete_1	Complete	WUR32 ERR6054374_complete_1	Novel	Vanessa cardui
SRR18362102_complete_1	Complete	WUR33 SRR18362101_complete_1	Novel	Colias eurytheme
WUR33 SRR18362101_complete_1	Complete	WUR33 SRR18362101_complete_1	Novel	Colias eurytheme
SRR9291282_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
SRR9291283_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
SRR9291285_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
SRR9291286_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
SRR9291287_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
SRR9291288_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
SRR9291289_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
SRR9291290_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
SRR9291291_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
SRR9291292_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
WUR34 SRR9291281_complete_1	Complete	WUR34 SRR9291281_complete_1	Novel	Amyelois transitella
SRR1032038_pg_nr1	Patched	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR13853297_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR13872198_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR13872199_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR13872201_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR13872202_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR13873011_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR13873012_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR13873013_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR13873014_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR13873015_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR14280135_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR14280136_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR14280137_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR14371406_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR14371407_pg_nr1	Patched	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR14371408_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR14371409_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR15421480_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR15421481_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR15421483_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR15421484_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR15421485_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR1560699_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR1560709_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR1560711_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR1565323_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR16556445_pg_nr1	Patched	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR16572026_pg_nr1	Patched	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR18183477_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR18183478_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR18183488_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR18183489_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR18183490_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR18183491_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR18183492_pg_nr1	Patched	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR18183493_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR18183494_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR3204357_pg_nr1	Patched	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR6750415_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia scapulalis
SRR9615771_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR9615772_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR9615773_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR9615774_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR9615775_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
WUR35 SRR13853295_complete_1	Complete	WUR35 SRR13853295_complete_1	Novel	Ostrinia furnacalis
SRR3180614_complete_1	Complete	WUR36 SRR3180616_complete_1	Novel	Metaphatus ochraceus
WUR36 SRR3180616_complete_1	Complete	WUR36 SRR3180616_complete_1	Novel	Metaphatus ochraceus
SRR796575_pg_nr1	Patched	WUR37 SRR796574_complete_1	Novel	Athetis lepigone
WUR37 SRR796574_complete_1	Complete	WUR37 SRR796574_complete_1	Novel	Athetis lepigone
WUR38 SRR11614423_complete_1	Complete	WUR38 SRR11614423_complete_1	Novel	Sesamia inferens
SRR5520571_complete_1	Complete	WUR39 SRR5520570_complete_1	Novel	Glyphodes pyloalis
WUR39 SRR5520570_complete_1	Complete	WUR39 SRR5520570_complete_1	Novel	Glyphodes pyloalis
SRR13488427_pg_nr1	Patched	WUR4 SRR13488425_complete_1	Iflavirus betaspexiguae	Spodoptera littoralis
WUR4 SRR13488425_complete_1	Complete	WUR4 SRR13488425_complete_1	Iflavirus betaspexiguae	Spodoptera littoralis
DRR139782_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR139783_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR139784_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR139786_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR139790_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR139791_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR139792_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR139797_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR139798_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR139799_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR141172_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
DRR141174_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
WUR40 DRR139781_complete_1	Complete	WUR40 DRR139781_complete_1	Novel	Adoxophyes honmai
SRR13051664_complete_1	Complete	WUR41 SRR13051663_complete_1	Novel	Glyphodes pyloalis
SRR13051665_complete_1	Complete	WUR41 SRR13051663_complete_1	Novel	Glyphodes pyloalis
SRR13051666_complete_1	Complete	WUR41 SRR13051663_complete_1	Novel	Glyphodes pyloalis
SRR13051667_complete_1	Complete	WUR41 SRR13051663_complete_1	Novel	Glyphodes pyloalis
SRR13051668_complete_1	Complete	WUR41 SRR13051663_complete_1	Novel	Glyphodes pyloalis
SRR13051670_complete_1	Complete	WUR41 SRR13051663_complete_1	Novel	Glyphodes pyloalis
SRR13051671_complete_1	Complete	WUR41 SRR13051663_complete_1	Novel	Glyphodes pyloalis
WUR41 SRR13051663_complete_1	Complete	WUR41 SRR13051663_complete_1	Novel	Glyphodes pyloalis
SRR12845308_complete_1	Complete	WUR42 SRR12845306_complete_1	Novel	Chilo sacchariphagus
WUR42 SRR12845306_complete_1	Complete	WUR42 SRR12845306_complete_1	Novel	Chilo sacchariphagus
SRR15311584_pg_nr1	Patched	WUR43 SRR15311586_complete_1	Novel	Dioryctria abietella
SRR15311588_complete_1	Complete	WUR43 SRR15311586_complete_1	Novel	Dioryctria abietella
SRR15311589_complete_1	Complete	WUR43 SRR15311586_complete_1	Novel	Dioryctria abietella
SRR15311594_complete_1	Complete	WUR43 SRR15311586_complete_1	Novel	Dioryctria abietella
WUR43 SRR15311586_complete_1	Complete	WUR43 SRR15311586_complete_1	Novel	Dioryctria abietella
DRR403664_complete_1	Complete	WUR44 DRR403662_complete_1	Novel	Papilio polytes
DRR403665_complete_1	Complete	WUR44 DRR403662_complete_1	Novel	Papilio polytes
DRR403666_pg_nr1	Patched	WUR44 DRR403662_complete_1	Novel	Papilio polytes
WUR44 DRR403662_complete_1	Complete	WUR44 DRR403662_complete_1	Novel	Papilio polytes
SRR15248437_complete_1	Complete	WUR45 SRR15248436_complete_1	Novel	Tuta absoluta
SRR15248442_complete_1	Complete	WUR45 SRR15248436_complete_1	Novel	Tuta absoluta
SRR15248443_complete_1	Complete	WUR45 SRR15248436_complete_1	Novel	Tuta absoluta
SRR15248444_complete_1	Complete	WUR45 SRR15248436_complete_1	Novel	Tuta absoluta
SRR15248445_complete_1	Complete	WUR45 SRR15248436_complete_1	Novel	Tuta absoluta
SRR15248446_complete_1	Complete	WUR45 SRR15248436_complete_1	Novel	Tuta absoluta
SRR15248447_complete_1	Complete	WUR45 SRR15248436_complete_1	Novel	Tuta absoluta
WUR45 SRR15248436_complete_1	Complete	WUR45 SRR15248436_complete_1	Novel	Tuta absoluta
SRR10441878_complete_2	Complete	WUR46 SRR10441879_complete_1	Novel	Spodoptera exigua
SRR10441880_complete_1	Complete	WUR46 SRR10441879_complete_1	Novel	Spodoptera exigua
SRR10441881_complete_1	Complete	WUR46 SRR10441879_complete_1	Novel	Spodoptera exigua
SRR10441882_complete_1	Complete	WUR46 SRR10441879_complete_1	Novel	Spodoptera exigua
SRR10441883_complete_1	Complete	WUR46 SRR10441879_complete_1	Novel	Spodoptera exigua
SRR10441884_complete_1	Complete	WUR46 SRR10441879_complete_1	Novel	Spodoptera exigua
SRR10441885_complete_1	Complete	WUR46 SRR10441879_complete_1	Novel	Spodoptera exigua
SRR10441888_complete_1	Complete	WUR46 SRR10441879_complete_1	Novel	Spodoptera exigua
WUR46 SRR10441879_complete_1	Complete	WUR46 SRR10441879_complete_1	Novel	Spodoptera exigua
WUR47 SRR1615982_complete_1	Complete	WUR47 SRR1615982_complete_1	Novel	Scirpophaga incertulas
WUR48 SRR9306668_complete_1	Complete	WUR48 SRR9306668_complete_1	Novel	Eogystia hippophaecolus
WUR49 SRR5127005_complete_1	Complete	WUR49 SRR5127005_complete_1	Novel	Eogystia hippophaecolus
SRR1050533_complete_3	Complete	WUR5 SRR1050532_complete_2	Iflavirus betaspexiguae	Spodoptera exigua
SRR1050534_complete_3	Complete	WUR5 SRR1050532_complete_2	Iflavirus betaspexiguae	Spodoptera exigua
WUR5 SRR1050532_complete_2	Complete	WUR5 SRR1050532_complete_2	Iflavirus betaspexiguae	Spodoptera exigua
WUR50 SRR3921568_complete_1	Complete	WUR50 SRR3921568_complete_1	Novel	Cydia nigricana
WUR51 SRR9171827_complete_1	Complete	WUR51 SRR9171827_complete_1	Novel	Heliozelidae sp.
WUR52 SRR10526931_complete_1	Complete	WUR52 SRR10526931_complete_1	Novel	Parnassius cephalus
